name,location,date,time,description,link,embedded
Beach2Beach SUP Race,"197 Halsted St, Pilsen, Chicago, IL",7/26/2025,07:00 AM - 02:00 PM,"Participate in the Beach2Beach SUP Race organized by Surfrider Chicago. This event promotes water sports while raising awareness about environmental conservation. Whether you're racing or volunteering, it's a fun way to support a sustainable cause.",https://www.idealist.org/en/https:/x.gldn.io/e/sPnLEXZWYRb,"[0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1]"
SHP IL-Oak Forest Community Bed Build,"6549 State St, Rogers Park, Chicago, IL",4/27/2025,01:00 PM - 03:00 PM,"Volunteer with Sleep in Heavenly Peace to build beds for children in need. This event helps provide beds and bedding to families who cannot afford them, ensuring every child has a safe place to sleep.",https://www.idealist.org/en/https:/x.gldn.io/e/m9GrQjQ8ORb,"[0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
Be a Calming Presence at the End of Life,"4751 State St, Lakeview, Chicago, IL",12/31/2024,12:00 PM,Volunteer to provide comfort and support to patients at the end of life.,https://createthegood.aarp.org/opportunity-details.152484,"[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Stitch a Memory Bear. Create a Forever Friend,"3225 Western Ave, Uptown, Chicago, IL",12/31/2024,12:00 PM,Create memory bears for families of hospice patients.,https://createthegood.aarp.org/opportunity-details.152175,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Celebrate Life by Capturing Meaningful Memories,"3116 Ashland Ave, Uptown, Chicago, IL",12/31/2024,12:00 PM,Help capture meaningful memories for hospice patients and their families.,https://createthegood.aarp.org/opportunity-details.152491,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
We Need Your Energy in our Office: Burr Ridge Office,"2790 Clark St, Uptown, Chicago, IL",12/31/2024,12:00 PM,Assist with office duties at Accent Care Hospice.,https://createthegood.aarp.org/opportunity-details.163947,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
We Need your Energy in our Office: Rosemont Office,"5821 Ashland Ave, Wicker Park, Chicago, IL",12/31/2024,12:00 PM,Provide administrative support at the Rosemont office.,https://createthegood.aarp.org/opportunity-details.163946,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Volunteer at an International Music Competition,"8987 Halsted St, Lincoln Park, Chicago, IL",12/31/2024,12:00 PM,Volunteer at the Institute of Traditional Irish Music event.,https://createthegood.aarp.org/opportunity-details.163899,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
Paws for Patients Needed for Unity Hospice,"9201 State St, West Town, Chicago, IL",12/31/2024,12:00 PM,Provide animal companionship to hospice patients.,https://createthegood.aarp.org/opportunity-details.163395,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
"Bring Companionship to Hospice Patients in Lisle, IL Area!","699 Ashland Ave, Uptown, Chicago, IL",12/31/2024,12:00 PM,Provide companionship to hospice patients in the Lisle area.,https://createthegood.aarp.org/opportunity-details.163151,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Create & Feel Great! Make Art with a Hospice Patient,"4130 State St, Pilsen, Chicago, IL",12/31/2024,12:00 PM,Engage in art activities with hospice patients.,https://createthegood.aarp.org/opportunity-details.152488,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
Help Provide Clerical Duties in Hospice Office,"2618 Western Ave, West Loop, Chicago, IL",12/31/2024,12:00 PM,Assist with clerical duties at VITAS Healthcare office.,https://createthegood.aarp.org/opportunity-details.152172,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Kindergarten: Encouraging a Lifelong Love of Reading,"7075 Wabash Ave, Pilsen, Chicago, IL",12/31/2024,12:00 PM,Support kindergarten reading initiatives remotely.,https://www.donorschoose.org/project/kindergarten-encouraging-a-lifelong-lov/9148972,"[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
Bring comfort to someone facing end of life become a Unity Hospice Volunteer,"7431 Clark St, Lakeview, Chicago, IL",12/31/2024,12:00 PM,Volunteer to bring comfort to hospice patients.,https://www.idealist.org/en/volunteer-opportunity/77f9cc50016e421b8cb62b1491f81a41-bring-comfort-to-someone-facing-end-of-life-become-a-unity-hospice-volunteer-unity-hospice-palliative-care-tinley-park,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Be all You Can Be as a Veteran Volunteer,"638 Michigan Ave, West Loop, Chicago, IL",12/31/2024,12:00 PM,Volunteer opportunities for veterans at VITAS Healthcare.,https://createthegood.aarp.org/opportunity-details.152522,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Can You Hear Us?!,"2983 State St, Wicker Park, Chicago, IL",12/31/2024,12:00 PM,Support hearing-related initiatives for students.,https://www.donorschoose.org/project/can-you-hear-us/9123810,"[1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
Treasurer,"429 Ashland Ave, Wicker Park, Chicago, IL",12/31/2024,12:00 PM,Serve as treasurer for BUILDING PEACEFUL BRIDGES.,https://www.volunteermatch.org/search/opp3907627.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Chipride Volunteering + Shedd Aquarium Skokie Lagoons,"9467 Wabash Ave, Lakeview, Chicago, IL",12/31/2024,12:00 PM,Volunteer for CHIPRIDE at Shedd Aquarium Skokie Lagoons.,https://www.volunteermatch.org/search/opp3907532.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Social Media Internship,"9995 Ashland Ave, Wicker Park, Chicago, IL",12/31/2024,12:00 PM,Internship opportunity in social media management.,https://www.volunteermatch.org/search/opp3907520.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Centers Organization,"9800 State St, Wicker Park, Chicago, IL",12/31/2024,12:00 PM,Support organization and management initiatives remotely.,https://www.donorschoose.org/project/centers-organization/9119923,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Become a VETERAN-TO-VETERAN Hospice Volunteer in Orland Hills/Tinley Park area,"3300 Wabash Ave, Lakeview, Chicago, IL",12/25/2023,10:00 AM,Volunteer opportunity to support hospice patients in the Orland Hills/Tinley Park area. Provide companionship and emotional support to veterans.,https://www.volunteermatch.org/search/opp3675361.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
Become a VETERAN-TO-VETERAN Hospice Volunteer in LaGrange area,"445 Michigan Ave, Lakeview, Chicago, IL",12/25/2023,10:00 AM,Volunteer opportunity to support hospice patients in the LaGrange area. Provide companionship and emotional support to veterans.,https://www.volunteermatch.org/search/opp3675359.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1]"
Become a MUSIC ENTERTAINMENT Volunteer for Hospice Patients in Orland Hills/Tinley Park area,"3429 State St, Lincoln Park, Chicago, IL",12/25/2023,10:00 AM,Volunteer opportunity to provide music entertainment for hospice patients in the Orland Hills/Tinley Park area.,https://www.volunteermatch.org/search/opp3675357.jsp,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
Become a MUSIC ENTERTAINMENT Volunteer for Hospice Patients in LaGrange area,"7622 Wabash Ave, Lincoln Park, Chicago, IL",12/25/2023,10:00 AM,Volunteer opportunity to provide music entertainment for hospice patients in the LaGrange area.,https://www.volunteermatch.org/search/opp3675355.jsp,"[0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]"
Become a COMPANION/SUPPORT Volunteer for Hospice Patients in Orland Hills/Tinley Park area,"5689 Wabash Ave, Lakeview, Chicago, IL",12/25/2023,10:00 AM,Volunteer opportunity to provide companionship and support for hospice patients in the Orland Hills/Tinley Park area.,https://www.volunteermatch.org/search/opp3675354.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
Become a COMPANION/SUPPORT Volunteer for Hospice Patients in LaGrange area,"2591 State St, Lakeview, Chicago, IL",12/25/2023,10:00 AM,Volunteer opportunity to provide companionship and support for hospice patients in the LaGrange area.,https://www.volunteermatch.org/search/opp3675353.jsp,"[0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
Become a PET COMPANION Volunteer for Hospice Patients in Orland Hills/Tinley Park area,"9585 State St, Lakeview, Chicago, IL",12/25/2023,10:00 AM,Volunteer opportunity to provide pet companionship for hospice patients in the Orland Hills/Tinley Park area.,https://www.volunteermatch.org/search/opp3675347.jsp,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
Become a PET COMPANION Volunteer for Hospice Patients in LaGrange area,"9428 State St, Lakeview, Chicago, IL",12/25/2023,10:00 AM,Volunteer opportunity to provide pet companionship for hospice patients in the LaGrange area.,https://www.volunteermatch.org/search/opp3675346.jsp,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
Become a PET COMPANION Volunteer for Hospice Patients in Oak Brook/Lombard area,"2419 Wabash Ave, Lakeview, Chicago, IL",12/25/2023,10:00 AM,Volunteer opportunity to provide pet companionship for hospice patients in the Oak Brook/Lombard area.,https://www.volunteermatch.org/search/opp3675331.jsp,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
Become a PET COMPANION Volunteer for Hospice Patients in Downers Grove/Westmont area,"3361 Clark St, Lakeview, Chicago, IL",12/25/2023,10:00 AM,Volunteer opportunity to provide pet companionship for hospice patients in the Downers Grove/Westmont area.,https://www.volunteermatch.org/search/opp3675329.jsp,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
Become a PET COMPANION Volunteer for Hospice Patients in Burr Ridge/Darien area,"2907 Wabash Ave, Lakeview, Chicago, IL",12/25/2023,10:00 AM,Volunteer opportunity to provide pet companionship for hospice patients in the Burr Ridge/Darien area.,https://www.volunteermatch.org/search/opp3675328.jsp,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]"
Administrative Volunteer in Deerfield IL,"5640 Clark St, Lakeview, Chicago, IL",12/25/2023,10:00 AM,"Volunteer opportunity to provide administrative support for JourneyCare in Deerfield, IL.",https://www.volunteermatch.org/search/opp3906373.jsp,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"Pet Therapy Volunteer in Glenview IL - Must have Certified Dog, Cat, Mini Horse or Other","6575 Michigan Ave, Lakeview, Chicago, IL",12/25/2023,10:00 AM,"Volunteer opportunity to provide pet therapy for hospice patients in Glenview, IL. Certification required.",https://www.volunteermatch.org/search/opp3906367.jsp,"[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1]"
Patient Companion Volunteer in Glenview,"8158 State St, Lakeview, Chicago, IL",12/25/2023,10:00 AM,Volunteer opportunity to provide companionship for hospice patients in Glenview.,https://www.volunteermatch.org/search/opp3906361.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Patient Companion Volunteer in Deerfield,"2216 Michigan Ave, Lakeview, Chicago, IL",12/25/2023,10:00 AM,Volunteer opportunity to provide companionship for hospice patients in Deerfield.,https://www.volunteermatch.org/search/opp3906360.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Patient Companion Volunteer in Wheeling,"5767 Western Ave, Lakeview, Chicago, IL",12/25/2023,10:00 AM,Volunteer opportunity to provide companionship for hospice patients in Wheeling.,https://www.volunteermatch.org/search/opp3906359.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Patient Companion Volunteer in Evanston,"9414 State St, Lakeview, Chicago, IL",12/25/2023,10:00 AM,Volunteer opportunity to provide companionship for hospice patients in Evanston.,https://www.volunteermatch.org/search/opp3906358.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Patient Companion Volunteer in Southside Chicago,"4352 Clark St, Lakeview, Chicago, IL",12/25/2023,10:00 AM,Volunteer opportunity to provide companionship for hospice patients in Southside Chicago.,https://www.volunteermatch.org/search/opp3906352.jsp,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
Activity Leader or Assistant in Nursing Facilities in Bridgeview IL,"2529 Wabash Ave, Lakeview, Chicago, IL",12/25/2023,10:00 AM,"Volunteer opportunity to assist with activities in nursing facilities in Bridgeview, IL.",https://www.volunteermatch.org/search/opp3906244.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Activity Leader or Assistant in Nursing Facilities in Palos Hills IL,"5767 Clark St, Lakeview, Chicago, IL",12/25/2023,10:00 AM,"Volunteer opportunity to assist with activities in nursing facilities in Palos Hills, IL.",https://www.volunteermatch.org/search/opp3906242.jsp,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
No Events Found,"5197 Halsted St, Rogers Park, Chicago, IL",10/25/2023,10:00 AM,"Unfortunately, there are currently no volunteer opportunities available in Chicago. Please check back later or explore other ways to get involved in your community.",https://www.idealist.org/en/volunteer-chicago,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Community Clean-Up Event,"6111 State St, Rogers Park, Chicago, IL",3/15/2024,10:00 AM,Join us for a community clean-up event in Chicago. Help make our city cleaner and greener. All volunteers welcome!,https://www.example.com/event1,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Park Restoration Project,"8218 Michigan Ave, Wicker Park, Chicago, IL",5/10/2024,9:00 AM,Join efforts to restore and beautify one of Chicago's parks. Activities include planting trees and cleaning up trails.,https://www.example.com/event3,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Mentorship Program Kickoff,"230 Michigan Ave, Wicker Park, Chicago, IL",3/25/2024,6:00 PM,Be a mentor and change a life! Join our kickoff event to learn more about our mentorship program and how you can get involved.,https://www.idealist.org/en/volunteer/12347,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Park Beautification Project,"903 Michigan Ave, Wicker Park, Chicago, IL",3/30/2024,9:00 AM,Help beautify Millennium Park by planting flowers and cleaning up the area. Let's make our park shine!,https://www.idealist.org/en/volunteer/12348,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
